"","county","year","month","temp_avg","temp_min","temp_max","precip"
"457","Jefferson",2023,1,53.4,41.6,65.2,"2.4"
"458","Kings",2023,1,61.3,51.8,70.9,"2.26"
"459","Lewis",2023,1,51.8,38.9,64.8,"2.75"
"460","Livingston",2023,1,54.8,41.9,67.8,"2.05"
"461","Madison",2023,1,53.6,40.4,66.8,"3.14"
"462","Monroe",2023,1,54.7,43.5,65.9,"1.94"
"463","Montgomery",2023,1,55.6,41.4,69.9,"1.96"
"464","Nassau",2023,1,60,49.9,70.1,"1.9"
"465","New York",2023,1,61.6,51.6,71.6,"2.06"
"466","Niagara",2023,1,55.5,44.2,66.8,"1.25"
"467","Oneida",2023,1,54.2,40.6,67.7,"2.92"
"468","Onondaga",2023,1,54.8,42.1,67.4,"2.29"
"469","Ontario",2023,1,54.2,42,66.3,"2.47"
"470","Orange",2023,1,56.3,42.8,69.8,"1.91"
"471","Orleans",2023,1,54.8,43.9,65.7,"1.34"
"472","Oswego",2023,1,54.3,42,66.5,"2.16"
"473","Otsego",2023,1,52.3,37.8,66.7,"2.55"
"474","Putnam",2023,1,57.4,43.8,71,"2.55"
"475","Queens",2023,1,60.9,51.2,70.7,"2"
"476","Rensselaer",2023,1,56.1,42.3,69.8,"2"
"477","Richmond",2023,1,61.2,50.8,71.6,"2.39"
"478","Rockland",2023,1,58.6,45.9,71.4,"2.59"
"479","Saratoga",2023,1,55.5,41.7,69.3,"2.66"
"480","Schenectady",2023,1,56.3,42.9,69.8,"2.16"
"481","Schoharie",2023,1,53.3,39.3,67.2,"1.78"
"482","Schuyler",2023,1,53.6,39.9,67.2,"2.01"
"483","Seneca",2023,1,54.1,42.1,66.2,"1.7"
"484","St. Lawrence",2023,1,53.4,40.1,66.7,"2.15"
"485","Steuben",2023,1,53.5,39.3,67.7,"1.88"
"486","Suffolk",2023,1,57.6,46.6,68.6,"1.97"
"487","Sullivan",2023,1,53.9,40.5,67.3,"2.37"
"488","Tioga",2023,1,53.9,39.9,67.9,"1.9"
"489","Tompkins",2023,1,52.9,39.6,66.2,"2.34"
"490","Ulster",2023,1,55,41.7,68.4,"1.96"
"491","Warren",2023,1,52.6,38.6,66.5,"2.64"
"492","Washington",2023,1,54.9,40.6,69.2,"2.11"
"493","Wayne",2023,1,53.5,42.6,64.3,"2.08"
"494","Westchester",2023,1,59,46.4,71.7,"2.73"
"495","Wyoming",2023,1,53.7,41.4,66.1,"1.92"
"496","Yates",2023,1,54.2,41.7,66.6,"1.89"
"497","Albany",2023,1,50.8,38.2,63.3,"3.82"
"498","Allegany",2023,1,48.9,35.8,62,"2.66"
"499","Bronx",2023,1,55.7,46.1,65.4,"7.28"
"500","Broome",2023,1,49.3,36.6,62.1,"3.51"
"501","Cattaraugus",2023,1,48.4,35,61.7,"3.2"
"502","Cayuga",2023,1,48.8,37,60.7,"4.19"
"503","Chautauqua",2023,1,49.6,37.5,61.6,"3.48"
"504","Chemung",2023,1,49.6,35.8,63.4,"2.74"
"505","Chenango",2023,1,47,34,59.9,"3.61"
"506","Clinton",2023,1,46,34.7,57.3,"3.98"
"507","Columbia",2023,1,51.6,38.7,64.5,"3.68"
"508","Cortland",2023,1,47,34.5,59.5,"3.79"
"509","Delaware",2023,1,47.1,33.5,60.6,"3.52"
"510","Dutchess",2023,1,52.2,40.1,64.2,"4.6"
"511","Erie",2023,1,49.2,37.4,60.9,"4.09"
"512","Essex",2023,1,43.2,31.4,55,"3.94"
"513","Franklin",2023,1,44.2,32.3,56.2,"4.08"
"514","Fulton",2023,1,47.4,35,59.8,"4.8"
"515","Genesee",2023,1,48.9,37.6,60.3,"4"
"516","Greene",2023,1,49.1,35.9,62.2,"3.99"
"517","Hamilton",2023,1,42.8,30.4,55.1,"4.42"
"518","Herkimer",2023,1,45,32.2,57.9,"4.13"
"519","Jefferson",2023,1,47.2,35.9,58.5,"3.8"
"520","Kings",2023,1,55.7,46.6,64.9,"6.85"
"521","Lewis",2023,1,45.3,33,57.6,"3.72"
"522","Livingston",2023,1,50.1,37.7,62.6,"2.98"
"523","Madison",2023,1,47.5,34.9,60.1,"4.31"
"524","Monroe",2023,1,49.6,38.8,60.3,"3.45"
"525","Montgomery",2023,1,49.5,36.7,62.3,"4.17"
"526","Nassau",2023,1,54.4,44.8,64,"5.51"
"527","New York",2023,1,56,46.6,65.5,"7.14"
"528","Niagara",2023,1,48.8,38.7,59,"4.01"
"529","Oneida",2023,1,47.6,35,60.2,"3.97"
"530","Onondaga",2023,1,49.4,37.4,61.4,"4.42"
"531","Ontario",2023,1,49.6,37.6,61.6,"3.81"
"532","Orange",2023,1,51.6,39.7,63.6,"5.42"
"533","Orleans",2023,1,48.8,38.7,58.9,"3.94"
"534","Oswego",2023,1,48.9,37.4,60.4,"4.16"
"535","Otsego",2023,1,46.4,33.1,59.8,"4.07"
"536","Putnam",2023,1,52,40.5,63.5,"5.6"
"537","Queens",2023,1,55.2,45.8,64.6,"6.96"
"538","Rensselaer",2023,1,50.4,38.5,62.3,"3.48"
"539","Richmond",2023,1,56,46.2,65.8,"6.6"
"540","Rockland",2023,1,53.7,42.2,65.2,"5.46"
"541","Saratoga",2023,1,49.7,37.7,61.6,"3.66"
"542","Schenectady",2023,1,50.5,38.5,62.6,"4.26"
"543","Schoharie",2023,1,47.8,35,60.6,"3.97"
"544","Schuyler",2023,1,48.9,36,61.9,"3.76"
"545","Seneca",2023,1,49.5,37.5,61.5,"3.52"
"546","St. Lawrence",2023,1,45.8,34,57.4,"4.15"
"547","Steuben",2023,1,49.1,35.9,62.3,"2.72"
"548","Suffolk",2023,1,52.1,42.8,61.5,"3.8"
"549","Sullivan",2023,1,49.2,36.7,61.7,"4.21"
"550","Tioga",2023,1,49.7,36.1,63.2,"3.07"
"551","Tompkins",2023,1,48.5,35.7,61.4,"3.14"
"552","Ulster",2023,1,50,38,62.1,"5.01"
"553","Warren",2023,1,45.7,33.6,57.8,"3.83"
"554","Washington",2023,1,48.7,36.6,60.8,"3.1"
"555","Wayne",2023,1,48.8,37.8,59.7,"3.91"
"556","Westchester",2023,1,53.6,42.4,64.9,"5.84"
"557","Wyoming",2023,1,48.6,36.6,60.6,"3.46"
"558","Yates",2023,1,49.5,37.1,61.8,"4.38"
"559","Albany",2023,1,35.4,26.6,44.3,"3.54"
"560","Allegany",2023,1,32.7,24,41.4,"3.28"
"561","Bronx",2023,1,43.3,35.7,51,"3.35"
"562","Broome",2023,1,33.4,24.7,42.1,"3.01"
"563","Cattaraugus",2023,1,32.8,23.9,41.6,"3.51"
"564","Cayuga",2023,1,33.2,25.7,40.7,"3.41"
"565","Chautauqua",2023,1,34.3,26.4,42.2,"3.91"
"566","Chemung",2023,1,34.9,25.7,44,"2.42"
"567","Chenango",2023,1,31.5,23.1,39.8,"3.42"
"568","Clinton",2023,1,29.7,21.3,38,"2.12"
"569","Columbia",2023,1,37,28,45.9,"3.44"
"570","Cortland",2023,1,31.1,22.9,39.4,"3.14"
"571","Delaware",2023,1,31.7,22.8,40.6,"3.04"
"572","Dutchess",2023,1,38.2,28.6,47.8,"3.43"
"573","Erie",2023,1,34.4,26.3,42.6,"3.63"
"574","Essex",2023,1,27.7,18.4,37.1,"3.97"
"575","Franklin",2023,1,28.2,19.1,37.3,"2.68"
"576","Fulton",2023,1,31.5,22.3,40.6,"3.62"
"577","Genesee",2023,1,33.3,25.6,41,"2.92"
"578","Greene",2023,1,34.2,25.1,43.3,"3.45"
"579","Hamilton",2023,1,27.3,17.8,36.8,"4.15"
"580","Herkimer",2023,1,28.8,19.6,37.9,"3.32"
"581","Jefferson",2023,1,30.8,22.8,38.9,"2.97"
"582","Kings",2023,1,43.6,36,51.1,"3.39"
"583","Lewis",2023,1,28.6,19.8,37.5,"3.41"
"584","Livingston",2023,1,33.9,25.8,42.1,"3.05"
"585","Madison",2023,1,30.8,22.5,39.2,"3.31"
"586","Monroe",2023,1,34.2,27.2,41.1,"3.31"
"587","Montgomery",2023,1,33.5,24.3,42.8,"3.03"
"588","Nassau",2023,1,42.8,34.8,50.7,"3.69"
"589","New York",2023,1,43.6,35.9,51.2,"3.36"
"590","Niagara",2023,1,34.8,28.1,41.5,"3.16"
"591","Oneida",2023,1,30.9,22.3,39.5,"3.2"
"592","Onondaga",2023,1,32.8,25.1,40.5,"3.39"
"593","Ontario",2023,1,33.8,26,41.5,"2.92"
"594","Orange",2023,1,37.8,28.3,47.4,"2.69"
"595","Orleans",2023,1,34.2,27.5,40.8,"3.45"
"596","Oswego",2023,1,32.2,24.5,39.8,"3.12"
"597","Otsego",2023,1,30.8,21.8,39.8,"3.17"
"598","Putnam",2023,1,38.5,29,48,"3.55"
"599","Queens",2023,1,43.3,35.6,51,"3.49"
"600","Rensselaer",2023,1,35.3,26.8,43.7,"3.07"
"601","Richmond",2023,1,43.4,35.2,51.5,"3.37"
"602","Rockland",2023,1,40.2,30.9,49.5,"3.18"
"603","Saratoga",2023,1,33.8,24.9,42.7,"2.56"
"604","Schenectady",2023,1,34.8,26,43.7,"3.6"
"605","Schoharie",2023,1,32.3,23,41.6,"3.49"
"606","Schuyler",2023,1,33.7,25,42.4,"2.69"
"607","Seneca",2023,1,34.2,26.5,41.9,"2.44"
"608","St. Lawrence",2023,1,29.9,21.4,38.4,"2.91"
"609","Steuben",2023,1,33.3,24.6,42,"2.61"
"610","Suffolk",2023,1,40.9,32.4,49.4,"3.68"
"611","Sullivan",2023,1,34.6,25.6,43.7,"3.02"
"612","Tioga",2023,1,34.4,25.1,43.7,"2.52"
"613","Tompkins",2023,1,33.3,24.8,41.8,"2.61"
"614","Ulster",2023,1,35.7,26.5,44.9,"3.56"
"615","Warren",2023,1,30.3,21.1,39.5,"3.99"
"616","Washington",2023,1,33.3,24.4,42.1,"2.77"
"617","Wayne",2023,1,33.5,26.6,40.3,"3.17"
"618","Westchester",2023,1,40.7,31.6,49.8,"3.4"
"619","Wyoming",2023,1,32.5,24.1,40.9,"3.32"
"620","Yates",2023,1,33.8,25.7,41.8,"2.61"
"621","Albany",2023,1,31,20.3,41.6,"1.47"
"622","Allegany",2023,1,30.8,20.9,40.8,"2.03"
"623","Bronx",2023,1,39.3,30.7,47.9,"1.33"
"624","Broome",2023,1,30.1,20.3,40,"1.98"
"625","Cattaraugus",2023,1,31.2,20.9,41.5,"2.49"
"626","Cayuga",2023,1,30.1,20.9,39.2,"1.8"
"627","Chautauqua",2023,1,32.3,23,41.6,"2.64"
"628","Chemung",2023,1,31.6,20.8,42.3,"1.57"
"629","Chenango",2023,1,28.2,18.5,37.9,"2.05"
"630","Clinton",2023,1,21.6,10.8,32.2,"1.36"
"631","Columbia",2023,1,32,22,41.9,"1.45"
"632","Cortland",2023,1,28,18.1,38,"1.89"
"633","Delaware",2023,1,28.9,19.2,38.6,"1.63"
"634","Dutchess",2023,1,32.5,21.6,43.4,"1.19"
"635","Erie",2023,1,31.9,22.3,41.6,"2.56"
"636","Essex",2023,1,20.5,8.9,32.1,"2.39"
"637","Franklin",2023,1,20.6,9.2,32.1,"2.21"
"638","Fulton",2023,1,26.2,15.6,36.8,"2.66"
"639","Genesee",2023,1,30.7,21.2,40.2,"2.52"
"640","Greene",2023,1,30.6,20.2,41.1,"1.49"
"641","Hamilton",2023,1,20.8,9.3,32.3,"2.93"
"642","Herkimer",2023,1,23.5,12.2,34.8,"2.81"
"643","Jefferson",2023,1,25,15.2,34.9,"2.82"
"644","Kings",2023,1,40,31.6,48.2,"1.43"
"645","Lewis",2023,1,22.8,12,33.7,"2.96"
"646","Livingston",2023,1,31.8,22.1,41.5,"1.89"
"647","Madison",2023,1,27.2,17,37.5,"1.98"
"648","Monroe",2023,1,31.1,22.2,40,"2.62"
"649","Montgomery",2023,1,29.1,18.2,40,"1.89"
"650","Nassau",2023,1,38.8,30,47.7,"1.32"
"651","New York",2023,1,39.8,31.2,48.3,"1.37"
"652","Niagara",2023,1,32,23.4,40.6,"1.96"
"653","Oneida",2023,1,26.2,16.1,36.3,"2.72"
"654","Onondaga",2023,1,29.6,19.9,39.2,"2.32"
"655","Ontario",2023,1,31.1,21.8,40.4,"1.85"
"656","Orange",2023,1,33.1,22.4,43.7,"1.21"
"657","Orleans",2023,1,31.2,22.4,40.1,"2.27"
"658","Oswego",2023,1,28.1,18.4,37.8,"2.88"
"659","Otsego",2023,1,27.7,17.2,38.2,"2.01"
"660","Putnam",2023,1,32.9,22.2,43.7,"1.05"
"661","Queens",2023,1,39.5,30.9,48,"1.48"
"662","Rensselaer",2023,1,30,19.5,40.4,"1.19"
"663","Richmond",2023,1,40.2,31.7,48.7,"1.42"
"664","Rockland",2023,1,35.4,24.9,45.8,"1.09"
"665","Saratoga",2023,1,27.6,17,38.2,"2.06"
"666","Schenectady",2023,1,29.9,19.2,40.6,"1.99"
"667","Schoharie",2023,1,29.3,18.5,40.1,"1.63"
"668","Schuyler",2023,1,30.6,20.3,40.9,"1.33"
"669","Seneca",2023,1,31,21.9,40.1,"1.55"
"670","St. Lawrence",2023,1,22.6,11.5,33.7,"1.4"
"671","Steuben",2023,1,31,20.8,41.2,"1.7"
"672","Suffolk",2023,1,37.2,28,46.4,"1.49"
"673","Sullivan",2023,1,30.5,20.5,40.6,"1.43"
"674","Tioga",2023,1,31.2,20.4,41.9,"1.69"
"675","Tompkins",2023,1,30.1,19.8,40.3,"1.41"
"676","Ulster",2023,1,31,20.7,41.4,"1.56"
"677","Warren",2023,1,23.4,12.4,34.4,"2.09"
"678","Washington",2023,1,26.4,15.5,37.3,"1.33"
"679","Wayne",2023,1,30,21.1,38.9,"2.11"
"680","Westchester",2023,1,35.6,25.4,45.8,"1"
"681","Wyoming",2023,1,30.2,20.2,40.1,"2.4"
"682","Yates",2023,1,31.1,21.6,40.6,"1.57"
"683","Albany",2023,1,32.1,25.6,38.6,"3.3"
"684","Allegany",2023,1,32.1,26.7,37.5,"3.56"
"685","Bronx",2023,1,42.4,36.3,48.5,"4.47"
"686","Broome",2023,1,32.2,25.9,38.6,"3.54"
"687","Cattaraugus",2023,1,32,26.3,37.7,"4.04"
"688","Cayuga",2023,1,31.8,26.8,36.8,"3.98"
"689","Chautauqua",2023,1,32.8,27.5,38,"4.7"
"690","Chemung",2023,1,33.4,27.6,39.2,"3.17"
"691","Chenango",2023,1,31.2,25.5,37,"3.69"
"692","Clinton",2023,1,24.8,18.3,31.4,"3.68"
"693","Columbia",2023,1,33.9,27.4,40.5,"4.33"
"694","Cortland",2023,1,30.5,24.9,36.1,"4.23"
"695","Delaware",2023,1,31.7,25.7,37.7,"3.29"
"696","Dutchess",2023,1,35.8,28.7,42.8,"4.01"
"697","Erie",2023,1,32.1,26.8,37.4,"4.34"
"698","Essex",2023,1,25.2,18.6,31.9,"4.47"
"699","Franklin",2023,1,24,17.3,30.7,"4.78"
"700","Fulton",2023,1,29.2,22.8,35.6,"4.82"
"701","Genesee",2023,1,31.1,26.3,35.9,"3.77"
"702","Greene",2023,1,31.8,25.3,38.3,"3.37"
"703","Hamilton",2023,1,25.7,19.2,32.2,"4.76"
"704","Herkimer",2023,1,26.6,19.9,33.3,"4.31"
"705","Jefferson",2023,1,27,21.2,32.8,"4.24"
"706","Kings",2023,1,42.9,37,48.8,"4.39"
"707","Lewis",2023,1,25.6,19.2,32.1,"4.29"
"708","Livingston",2023,1,32.8,27.9,37.7,"3.13"
"709","Madison",2023,1,29.9,24.1,35.7,"3.82"
"710","Monroe",2023,1,32.5,28.3,36.6,"3.67"
"711","Montgomery",2023,1,30.9,24.5,37.4,"3.68"
"712","Nassau",2023,1,42,35.5,48.5,"4.44"
"713","New York",2023,1,42.8,36.7,48.8,"4.37"
"714","Niagara",2023,1,31.7,27.6,35.7,"3.07"
"715","Oneida",2023,1,28.8,22.8,34.7,"4.2"
"716","Onondaga",2023,1,31.1,25.9,36.3,"4.08"
"717","Ontario",2023,1,32.5,27.7,37.3,"3.63"
"718","Orange",2023,1,36.2,29.5,42.9,"4.33"
"719","Orleans",2023,1,31.6,27.3,36,"3.74"
"720","Oswego",2023,1,29.7,24.3,35,"4.55"
"721","Otsego",2023,1,30.1,23.9,36.2,"3.83"
"722","Putnam",2023,1,36.6,29.7,43.5,"4.72"
"723","Queens",2023,1,42.4,36.2,48.5,"4.44"
"724","Rensselaer",2023,1,32.3,26,38.5,"4.26"
"725","Richmond",2023,1,43,37,49,"4.35"
"726","Rockland",2023,1,38.8,31.7,45.9,"4.74"
"727","Saratoga",2023,1,31,24.8,37.3,"4.27"
"728","Schenectady",2023,1,31.6,25.3,38,"4.14"
"729","Schoharie",2023,1,30.4,23.9,36.8,"3.37"
"730","Schuyler",2023,1,32.5,26.6,38.4,"2.98"
"731","Seneca",2023,1,32.9,27.8,37.9,"3.33"
"732","St. Lawrence",2023,1,25.1,18.8,31.5,"3.38"
"733","Steuben",2023,1,32.6,26.9,38.3,"3.16"
"734","Suffolk",2023,1,40.7,33.5,47.9,"5.3"
"735","Sullivan",2023,1,34,27.6,40.4,"3.97"
"736","Tioga",2023,1,32.6,26.6,38.7,"3.57"
"737","Tompkins",2023,1,31.9,26.4,37.5,"3.84"
"738","Ulster",2023,1,34.1,27.8,40.5,"4.26"
"739","Warren",2023,1,28.3,21.8,34.7,"4.26"
"740","Washington",2023,1,30.7,24.2,37.2,"3.66"
"741","Wayne",2023,1,32.3,27.8,36.8,"3.21"
"742","Westchester",2023,1,39.3,32.4,46.3,"4.78"
"743","Wyoming",2023,1,30.9,25.8,36.1,"3.83"
"744","Yates",2023,1,32.4,27.2,37.5,"3.51"
"745","Albany",2022,1,30.7,22.6,38.8,"4.2"
"746","Allegany",2022,1,28.3,21.2,35.4,"2.45"
"747","Bronx",2022,1,37.3,30.3,44.3,"4.9"
"748","Broome",2022,1,28.5,20.8,36.3,"3.76"
"749","Cattaraugus",2022,1,28.4,21,35.7,"2.94"
"750","Cayuga",2022,1,29.8,23,36.7,"2.99"
"751","Chautauqua",2022,1,30.3,23.6,37,"2.82"
"752","Chemung",2022,1,28.8,21.7,36,"2.8"
"753","Chenango",2022,1,27.6,19.7,35.5,"4.26"
"754","Clinton",2022,1,28,20.7,35.2,"3.11"
"755","Columbia",2022,1,31.3,22.1,40.6,"4.1"
"756","Cortland",2022,1,27.5,19.9,35,"4.1"
"757","Delaware",2022,1,27.8,19.4,36.2,"3.82"
"758","Dutchess",2022,1,32,23,41,"4.48"
"759","Erie",2022,1,31,24.6,37.4,"4.23"
"760","Essex",2022,1,25.7,18.3,33.1,"5.89"
"761","Franklin",2022,1,26.7,19.5,33.8,"4.33"
"762","Fulton",2022,1,27.8,19.5,36,"5.5"
"763","Genesee",2022,1,30.2,24,36.4,"2.45"
"764","Greene",2022,1,29.6,21.1,38.2,"4.88"
"765","Hamilton",2022,1,25,17.4,32.6,"7.04"
"766","Herkimer",2022,1,25.9,18.1,33.8,"6.13"
"767","Jefferson",2022,1,29.2,23,35.4,"5.65"
"768","Kings",2022,1,37.7,30.9,44.6,"4.78"
"769","Lewis",2022,1,26.4,19.2,33.6,"6.19"
"770","Livingston",2022,1,30.6,24.1,37.1,"2"
"771","Madison",2022,1,27.5,19.9,35.1,"3.94"
"772","Monroe",2022,1,31.5,25.6,37.4,"2.4"
"773","Montgomery",2022,1,29.6,21.3,37.8,"4.23"
"774","Nassau",2022,1,37.2,29.9,44.5,"3.57"
"775","New York",2022,1,37.6,30.6,44.5,"5.21"
"776","Niagara",2022,1,32.1,25.9,38.3,"3.66"
"777","Oneida",2022,1,27.8,20.5,35,"5.39"
"778","Onondaga",2022,1,30,23,37,"2.86"
"779","Ontario",2022,1,30.2,23.9,36.6,"2.26"
"780","Orange",2022,1,31.2,22.7,39.7,"4.58"
"781","Orleans",2022,1,31.3,25.1,37.5,"2.8"
"782","Oswego",2022,1,30,23.4,36.5,"3.75"
"783","Otsego",2022,1,27.4,19.1,35.6,"4.19"
"784","Putnam",2022,1,32.2,23.3,41.1,"5.19"
"785","Queens",2022,1,37.5,30.5,44.5,"4.43"
"786","Rensselaer",2022,1,30.2,21.9,38.6,"4.02"
"787","Richmond",2022,1,37.3,29.9,44.7,"4.82"
"788","Rockland",2022,1,33.4,25,41.8,"5.51"
"789","Saratoga",2022,1,29.5,21.5,37.5,"4.55"
"790","Schenectady",2022,1,30.3,22.5,38.1,"4.93"
"791","Schoharie",2022,1,28.6,20.4,36.9,"4.11"
"792","Schuyler",2022,1,28.8,22.1,35.5,"4.09"
"793","Seneca",2022,1,30.2,23.6,36.8,"2.63"
"794","St. Lawrence",2022,1,28,21.1,35,"2.64"
"795","Steuben",2022,1,28.7,22,35.5,"2.31"
"796","Suffolk",2022,1,37.1,29,45.2,"4.38"
"797","Sullivan",2022,1,28.9,20.4,37.4,"5.21"
"798","Tioga",2022,1,28.7,21.1,36.4,"3.45"
"799","Tompkins",2022,1,28.6,21.2,36,"3.51"
"800","Ulster",2022,1,30,21.6,38.4,"5.28"
"801","Warren",2022,1,27,18.9,35.2,"6.1"
"802","Washington",2022,1,29,20.5,37.5,"4.17"
"803","Wayne",2022,1,31.1,24.9,37.3,"2.29"
"804","Westchester",2022,1,34.4,25.9,42.8,"4.63"
"805","Wyoming",2022,1,28.8,22.4,35.1,"3.04"
"806","Yates",2022,1,29.8,23.4,36.2,"2.13"
"807","Albany",2022,1,42.8,33.1,52.3,"2.77"
"808","Allegany",2022,1,40.6,31.5,49.7,"4.07"
"809","Bronx",2022,1,49.8,41.8,57.7,"3.24"
"810","Broome",2022,1,41.2,32.6,49.9,"3.98"
"811","Cattaraugus",2022,1,40.6,31.6,49.6,"4.66"
"812","Cayuga",2022,1,42.5,34.1,50.8,"3.99"
"813","Chautauqua",2022,1,42,33.6,50.3,"4.58"
"814","Chemung",2022,1,41.4,32.4,50.3,"4.07"
"815","Chenango",2022,1,40.7,32.1,49.2,"4.26"
"816","Clinton",2022,1,39,30.8,47.1,"2.91"
"817","Columbia",2022,1,43.4,33.3,53.4,"2.69"
"818","Cortland",2022,1,40.5,32.2,48.7,"4.14"
"819","Delaware",2022,1,39.8,30.5,49.1,"3.05"
"820","Dutchess",2022,1,43.6,33.2,54.1,"2.76"
"821","Erie",2022,1,42.4,33.9,51,"5.28"
"822","Essex",2022,1,37,27.7,46.4,"3.93"
"823","Franklin",2022,1,37.3,28.4,46.2,"3.94"
"824","Fulton",2022,1,40.1,30.8,49.4,"3.37"
"825","Genesee",2022,1,42.3,34,50.5,"4.09"
"826","Greene",2022,1,41.4,31.9,50.9,"2.71"
"827","Hamilton",2022,1,36.6,27,46.1,"3.9"
"828","Herkimer",2022,1,38.3,29.4,47.2,"4.78"
"829","Jefferson",2022,1,40.4,32.7,48.1,"5.73"
"830","Kings",2022,1,50.1,42.4,57.8,"2.94"
"831","Lewis",2022,1,38.2,29.8,46.6,"5.49"
"832","Livingston",2022,1,42.7,33.8,51.7,"3.51"
"833","Madison",2022,1,40.8,32.6,49,"4.09"
"834","Monroe",2022,1,43.3,35.3,51.3,"3.33"
"835","Montgomery",2022,1,42,32.6,51.4,"3.09"
"836","Nassau",2022,1,49.6,41.1,58,"2.67"
"837","New York",2022,1,49.8,42,57.6,"3.12"
"838","Niagara",2022,1,42.3,34.7,49.9,"3.49"
"839","Oneida",2022,1,40.4,32,48.8,"5.16"
"840","Onondaga",2022,1,42.7,34.4,51,"4.19"
"841","Ontario",2022,1,42.7,34.2,51.2,"3.26"
"842","Orange",2022,1,43.3,33.3,53.3,"2.88"
"843","Orleans",2022,1,42.8,34.7,50.8,"3.48"
"844","Oswego",2022,1,42,33.9,50.2,"5.87"
"845","Otsego",2022,1,40.1,31.2,49,"3.67"
"846","Putnam",2022,1,44.4,34.3,54.4,"2.98"
"847","Queens",2022,1,49.9,41.9,57.9,"2.98"
"848","Rensselaer",2022,1,42.5,32.7,52.3,"3.33"
"849","Richmond",2022,1,49.5,41.2,57.9,"2.75"
"850","Rockland",2022,1,45.8,36.1,55.4,"3.1"
"851","Saratoga",2022,1,41.4,31.7,51.2,"4.09"
"852","Schenectady",2022,1,42.4,32.9,52,"3.26"
"853","Schoharie",2022,1,40.8,31.8,49.9,"2.99"
"854","Schuyler",2022,1,41.6,33,50.2,"2.74"
"855","Seneca",2022,1,43.1,34.6,51.6,"3.68"
"856","St. Lawrence",2022,1,38.9,30.3,47.6,"3.32"
"857","Steuben",2022,1,41.1,32.3,50,"3.73"
"858","Suffolk",2022,1,48.2,38.7,57.7,"2.37"
"859","Sullivan",2022,1,41.2,31.6,50.7,"3.38"
"860","Tioga",2022,1,41.2,32.4,50.1,"4.09"
"861","Tompkins",2022,1,41.3,32.9,49.8,"3.87"
"862","Ulster",2022,1,41.8,32.2,51.5,"3.41"
"863","Warren",2022,1,39.1,29.5,48.7,"3.35"
"864","Washington",2022,1,41.3,31.2,51.4,"3.5"
"865","Wayne",2022,1,43.3,35.1,51.4,"3.17"
"866","Westchester",2022,1,46.8,37.1,56.4,"3.12"
"867","Wyoming",2022,1,41.4,33.1,49.8,"4.67"
"868","Yates",2022,1,42.6,33.9,51.3,"3.4"
"869","Albany",2022,1,50.6,39.5,61.6,"3.78"
"870","Allegany",2022,1,47.9,35.4,60.4,"1.06"
"871","Bronx",2022,1,56.6,48.3,64.8,"5.44"
"872","Broome",2022,1,48.7,37.3,60.2,"2.23"
"873","Cattaraugus",2022,1,47.4,34.6,60.2,"2.47"
"874","Cayuga",2022,1,50,38.9,61,"0.9"
"875","Chautauqua",2022,1,49,37.7,60.2,"3.22"
"876","Chemung",2022,1,48.8,36.9,60.6,"0.74"
"877","Chenango",2022,1,48,36,59.9,"1.97"
"878","Clinton",2022,1,49.1,37.7,60.5,"2.06"
"879","Columbia",2022,1,51.4,40.5,62.3,"4.09"
"880","Cortland",2022,1,47.8,36.2,59.4,"1.32"
"881","Delaware",2022,1,47,35.3,58.8,"2.77"
"882","Dutchess",2022,1,52.2,41.2,63.1,"3.97"
"883","Erie",2022,1,50.2,39,61.4,"2.91"
"884","Essex",2022,1,45.7,33.2,58.2,"2.78"
"885","Franklin",2022,1,46.9,33.7,60.2,"2.12"
"886","Fulton",2022,1,48.4,36.7,60.1,"2.74"
"887","Genesee",2022,1,49.8,38.7,60.8,"1.95"
"888","Greene",2022,1,48.5,37.4,59.7,"4.63"
"889","Hamilton",2022,1,45,32.2,57.7,"2.64"
"890","Herkimer",2022,1,46.7,34,59.4,"2.07"
"891","Jefferson",2022,1,49.6,38.1,61.1,"1.87"
"892","Kings",2022,1,56.8,48.9,64.6,"5.84"
"893","Lewis",2022,1,47.3,34.6,59.9,"1.62"
"894","Livingston",2022,1,50,38.3,61.7,"0.99"
"895","Madison",2022,1,48.6,36.6,60.6,"1.47"
"896","Monroe",2022,1,50.6,39.9,61.3,"1.23"
"897","Montgomery",2022,1,49.7,37.7,61.7,"2.61"
"898","Nassau",2022,1,56.2,47.6,64.9,"5.33"
"899","New York",2022,1,56.5,48.5,64.5,"5.69"
"900","Niagara",2022,1,50.5,40.6,60.5,"2.82"
"901","Oneida",2022,1,48.8,36,61.6,"1.67"
"902","Onondaga",2022,1,50.4,38.7,62.1,"1.09"
"903","Ontario",2022,1,50,38.9,61.2,"0.69"
"904","Orange",2022,1,51.2,40,62.4,"4.94"
"905","Orleans",2022,1,50.6,40.1,61.2,"1.92"
"906","Oswego",2022,1,50.2,38.3,62.1,"1.08"
"907","Otsego",2022,1,47.2,35,59.3,"2.22"
"908","Putnam",2022,1,52.7,42,63.3,"4.2"
"909","Queens",2022,1,56.5,48.3,64.7,"5.68"
"910","Rensselaer",2022,1,51,39.4,62.6,"3.12"
"911","Richmond",2022,1,56.1,47.6,64.6,"6.33"
"912","Rockland",2022,1,53.2,42.9,63.5,"4.78"
"913","Saratoga",2022,1,50,38.3,61.8,"1.54"
